# MOEAD_V8_7 - Hipervolumen promedio por generación
# gen	hv_mean	hv_std	hv_min	hv_max
1	3.3428576458e+00	1.2029913222e-01	3.1999579255e+00	3.5055444652e+00
2	3.7135084878e+00	2.3791535922e-01	3.3449740782e+00	4.0631378481e+00
3	4.0804584158e+00	2.1133227239e-01	3.8048505122e+00	4.3712936880e+00
4	4.3424886456e+00	2.1439906516e-01	4.0894750378e+00	4.7196247968e+00
5	4.4660194127e+00	3.1658150864e-01	3.7436684474e+00	4.8552427065e+00
6	4.6821528742e+00	3.5541367049e-01	3.9425720905e+00	5.1458033235e+00
7	4.7989337221e+00	2.9463128137e-01	4.2441730662e+00	5.1684294342e+00
8	4.9156956509e+00	2.8844400854e-01	4.4352968413e+00	5.3535866199e+00
9	5.1611431047e+00	2.6259705913e-01	4.7705159174e+00	5.4973382794e+00
10	5.1604033834e+00	3.0423768728e-01	4.6483210842e+00	5.5381226703e+00
11	5.3019847595e+00	3.2754263245e-01	4.6671238616e+00	5.6449044067e+00
12	5.3908571557e+00	2.8538641431e-01	4.7998141568e+00	5.7220837316e+00
13	5.4361093611e+00	3.0481959817e-01	4.8232484137e+00	5.7690548682e+00
14	5.4924574540e+00	3.1153041291e-01	4.8702356775e+00	5.8025669510e+00
15	5.5437095760e+00	3.2331408462e-01	4.8952841801e+00	5.8483881739e+00
16	5.6620865079e+00	3.0068756080e-01	4.9209865875e+00	5.9739959781e+00
17	5.7059452933e+00	3.2113321197e-01	4.9263517691e+00	6.0431938475e+00
18	5.7628221301e+00	2.6859910659e-01	5.1786025676e+00	6.0946973988e+00
19	5.7947615927e+00	2.6742192225e-01	5.1981370042e+00	6.0997488153e+00
20	5.8191090954e+00	2.6349984578e-01	5.1993411014e+00	6.1040189584e+00
21	5.8440741226e+00	2.6821671003e-01	5.2153749399e+00	6.0979817883e+00
22	5.8723038221e+00	2.4676073068e-01	5.2407751404e+00	6.1121965021e+00
23	5.9026148043e+00	2.4750450099e-01	5.2502727010e+00	6.1187569786e+00
24	5.9491007303e+00	2.5950644390e-01	5.2586498293e+00	6.1404783074e+00
25	5.9689422583e+00	2.5829954286e-01	5.2789074165e+00	6.1586413228e+00
26	6.0059503472e+00	2.2264510254e-01	5.4507277823e+00	6.2179369965e+00
27	6.0185305824e+00	2.1577572359e-01	5.4768143394e+00	6.2239419995e+00
28	6.0455557376e+00	1.8400163689e-01	5.6047465404e+00	6.2300334257e+00
29	6.0621835838e+00	1.7869875534e-01	5.6332070784e+00	6.2372916639e+00
30	6.0735049311e+00	1.7680434825e-01	5.6378196065e+00	6.2519568751e+00
31	6.0934619460e+00	1.7144454160e-01	5.6435197042e+00	6.2634765673e+00
32	6.1178379005e+00	1.7230656418e-01	5.6625141121e+00	6.2776330395e+00
33	6.1217108188e+00	1.7058041375e-01	5.6650220698e+00	6.2532582142e+00
34	6.1259857867e+00	1.7136312986e-01	5.6656693304e+00	6.2529912782e+00
35	6.1631435413e+00	9.5380847587e-02	5.9490003271e+00	6.2659123554e+00
36	6.1667242451e+00	9.7132254619e-02	5.9507883481e+00	6.2714155899e+00
37	6.1665522730e+00	9.3227581154e-02	5.9536548969e+00	6.2715135641e+00
38	6.1727290219e+00	9.8183986221e-02	5.9536907919e+00	6.2839365062e+00
39	6.1779181692e+00	1.0082225129e-01	5.9563633596e+00	6.3111614467e+00
40	6.2066287283e+00	6.7981674235e-02	6.0750970058e+00	6.3104094823e+00
41	6.2082017279e+00	6.4518340274e-02	6.0887170113e+00	6.3044878768e+00
42	6.2111498838e+00	6.3117076915e-02	6.0940217052e+00	6.3007645709e+00
43	6.2211799544e+00	6.6015052629e-02	6.1022554029e+00	6.3078896931e+00
44	6.2223866308e+00	6.5172259226e-02	6.1017274083e+00	6.3056609547e+00
45	6.2266239213e+00	5.9767426688e-02	6.1389622256e+00	6.3074787022e+00
46	6.2306796618e+00	5.9444373122e-02	6.1511210933e+00	6.3178111603e+00
47	6.2316300528e+00	5.9155731684e-02	6.1475253880e+00	6.3189279313e+00
48	6.2336557559e+00	5.9580464640e-02	6.1504999103e+00	6.3199294415e+00
49	6.2365868868e+00	6.1763704862e-02	6.1493888445e+00	6.3213648415e+00
50	6.2400749563e+00	6.4326557989e-02	6.1484222952e+00	6.3310467822e+00
51	6.2383152805e+00	6.3485784746e-02	6.1470813415e+00	6.3269787190e+00
52	6.2384868804e+00	6.3437915216e-02	6.1450947047e+00	6.3280255938e+00
53	6.2398366453e+00	6.3828421536e-02	6.1483730608e+00	6.3259818132e+00
54	6.2406332189e+00	6.3317927788e-02	6.1499849212e+00	6.3273069914e+00
55	6.2422754026e+00	6.4147376266e-02	6.1507297124e+00	6.3299358073e+00
56	6.2437220672e+00	6.4273654753e-02	6.1490695945e+00	6.3325652618e+00
57	6.2448320529e+00	6.4005282217e-02	6.1526790571e+00	6.3336733397e+00
58	6.2459909802e+00	6.3358050639e-02	6.1568829020e+00	6.3325514562e+00
59	6.2468492435e+00	6.3766625237e-02	6.1577403412e+00	6.3322802716e+00
60	6.2472144252e+00	6.2218699345e-02	6.1642455110e+00	6.3278333641e+00
61	6.2273125619e+00	8.0929681315e-02	6.0704952836e+00	6.3276925129e+00
62	6.2254802546e+00	9.1494644177e-02	6.0281512056e+00	6.3295928291e+00
63	6.2254847632e+00	9.2275683692e-02	6.0282446503e+00	6.3275206525e+00
64	6.2255332519e+00	9.2619122076e-02	6.0292171077e+00	6.3310059211e+00
65	6.2270395573e+00	9.2536914104e-02	6.0281791207e+00	6.3318444661e+00
66	6.2332563789e+00	8.1437549697e-02	6.0830551359e+00	6.3324489061e+00
67	6.2332550016e+00	8.0645717095e-02	6.0843043589e+00	6.3337794210e+00
68	6.2323428665e+00	8.0835954887e-02	6.0860526859e+00	6.3338682656e+00
69	6.2327358310e+00	8.1771860931e-02	6.0851311261e+00	6.3354713807e+00
70	6.2494788468e+00	6.8736796028e-02	6.1690946538e+00	6.3353076663e+00
71	6.2509214143e+00	6.8247462828e-02	6.1699564731e+00	6.3354605771e+00
72	6.2514955467e+00	6.7538412198e-02	6.1690780824e+00	6.3353714478e+00
73	6.2518122593e+00	6.7668465434e-02	6.1689863860e+00	6.3345903511e+00
74	6.2523510925e+00	6.7170508438e-02	6.1702496558e+00	6.3331646784e+00
75	6.2533499986e+00	6.7478130400e-02	6.1719375634e+00	6.3332494864e+00
76	6.2526596903e+00	6.6455883692e-02	6.1712609856e+00	6.3305430498e+00
77	6.2525996709e+00	6.6240823572e-02	6.1743034922e+00	6.3303013532e+00
78	6.2532306766e+00	6.7391112619e-02	6.1715459346e+00	6.3318422383e+00
79	6.2537940121e+00	6.8218599758e-02	6.1701395747e+00	6.3351056281e+00
80	6.2533654135e+00	6.6567535515e-02	6.1778502035e+00	6.3327925171e+00
81	6.2543310155e+00	6.5780009717e-02	6.1820518944e+00	6.3324156907e+00
82	6.2534292924e+00	6.6341032136e-02	6.1746406745e+00	6.3298670857e+00
83	6.2532195432e+00	6.7037907529e-02	6.1714464014e+00	6.3301649501e+00
84	6.2532216257e+00	6.6916218057e-02	6.1721145550e+00	6.3302738612e+00
85	6.2534747650e+00	6.6444253233e-02	6.1729304488e+00	6.3292863790e+00
86	6.2539199091e+00	6.5924937271e-02	6.1780536256e+00	6.3289060311e+00
87	6.2547956768e+00	6.7002958154e-02	6.1771766052e+00	6.3308543976e+00
88	6.2538633931e+00	6.6210419962e-02	6.1762765403e+00	6.3316149249e+00
89	6.2553332695e+00	6.6698713090e-02	6.1781723884e+00	6.3325863283e+00
90	6.2560063478e+00	6.5647171468e-02	6.1867352590e+00	6.3344299733e+00
91	6.2560443367e+00	6.5377765203e-02	6.1885011992e+00	6.3356258097e+00
92	6.2565626723e+00	6.6567548407e-02	6.1838147073e+00	6.3384209725e+00
93	6.2562597015e+00	6.7321033923e-02	6.1839653072e+00	6.3400476462e+00
94	6.2554526106e+00	6.6952277398e-02	6.1762062206e+00	6.3347172231e+00
95	6.2562466520e+00	6.7472791792e-02	6.1745128071e+00	6.3387227903e+00
96	6.2575507137e+00	6.5502572766e-02	6.1885898920e+00	6.3361804812e+00
97	6.2565030441e+00	6.7393591399e-02	6.1754809188e+00	6.3362054802e+00
98	6.2570199196e+00	6.8050284380e-02	6.1745582245e+00	6.3349587031e+00
99	6.2566909348e+00	6.8589196241e-02	6.1712630138e+00	6.3338840231e+00
100	6.2567088159e+00	6.7885038672e-02	6.1719885399e+00	6.3337350865e+00
