# MOEAD_V8_6 - Hipervolumen promedio por generación
# gen	hv_mean	hv_std	hv_min	hv_max
1	3.3261129151e+00	1.5678587441e-01	3.1328965497e+00	3.5598292466e+00
2	3.7241594526e+00	2.1597136173e-01	3.4367450633e+00	4.0933717539e+00
3	3.9780585341e+00	3.4256027966e-01	3.1631402890e+00	4.4040747331e+00
4	4.2374719994e+00	4.2634215816e-01	3.2205465743e+00	4.7081510836e+00
5	4.4247753436e+00	4.3562201612e-01	3.2115590671e+00	4.6823626753e+00
6	4.6449503674e+00	4.5397995303e-01	3.4115793942e+00	4.9949717070e+00
7	4.8340147898e+00	4.5950258241e-01	3.5629145828e+00	5.1839737298e+00
8	5.0738256071e+00	2.0110653845e-01	4.5874032930e+00	5.2665579406e+00
9	5.1699825702e+00	1.7873820983e-01	4.7145028211e+00	5.3411149629e+00
10	5.2380365281e+00	3.6505459312e-01	4.2407315103e+00	5.5239859768e+00
11	5.3056613682e+00	4.6350701502e-01	4.0554750959e+00	5.7097633001e+00
12	5.3978951214e+00	4.5708000661e-01	4.1663234295e+00	5.8161674022e+00
13	5.4856299634e+00	4.6005003592e-01	4.2143051662e+00	5.8119257780e+00
14	5.5224492032e+00	4.9273097431e-01	4.1712844080e+00	5.8799548356e+00
15	5.6165278150e+00	4.4800023880e-01	4.3814826635e+00	5.9065542111e+00
16	5.6592584661e+00	4.4435768689e-01	4.4370596913e+00	5.9100391947e+00
17	5.7104792662e+00	4.3486040194e-01	4.5042701068e+00	5.9508037596e+00
18	5.7442265832e+00	4.1641087957e-01	4.6007233833e+00	6.0170495384e+00
19	5.7719076939e+00	4.2273256910e-01	4.6119516034e+00	6.0826785316e+00
20	5.8013414747e+00	4.2439725350e-01	4.6283281449e+00	6.1102881264e+00
21	5.8305311554e+00	4.4240326483e-01	4.6200556736e+00	6.1773567876e+00
22	5.8540143356e+00	4.4463643827e-01	4.6491382839e+00	6.2487108820e+00
23	5.8761780505e+00	4.4816589773e-01	4.6556412052e+00	6.2520122395e+00
24	5.9134258445e+00	3.8519888387e-01	4.8782451930e+00	6.2525539338e+00
25	5.9072496252e+00	3.9894983887e-01	4.8795464614e+00	6.2583326428e+00
26	5.9221412044e+00	4.0243078023e-01	4.8855488689e+00	6.2720200647e+00
27	5.9738292732e+00	2.9465690826e-01	5.2855093303e+00	6.2757469863e+00
28	5.9862932437e+00	3.1750432623e-01	5.2248317822e+00	6.2753050929e+00
29	6.0005812029e+00	3.1729743946e-01	5.2396073227e+00	6.2870280942e+00
30	6.0196223107e+00	2.8616579570e-01	5.3660935161e+00	6.2960724388e+00
31	6.0426810152e+00	2.6423510659e-01	5.4007995771e+00	6.2937483234e+00
32	6.0518471984e+00	2.3313456074e-01	5.5504167944e+00	6.3150035401e+00
33	6.0580781862e+00	2.3221949490e-01	5.5563514633e+00	6.3186704332e+00
34	6.0628045780e+00	2.3144607041e-01	5.5622076123e+00	6.3188372945e+00
35	6.0937898239e+00	2.2503611800e-01	5.5665682869e+00	6.3241956911e+00
36	6.1133345760e+00	1.9023618318e-01	5.7130015726e+00	6.3266635000e+00
37	6.1181987666e+00	1.9255357139e-01	5.7135586264e+00	6.3457960188e+00
38	6.1124321124e+00	1.9000272747e-01	5.7166069454e+00	6.3519066673e+00
39	6.1199546488e+00	1.8163187857e-01	5.7598915625e+00	6.3568763427e+00
40	6.1238743317e+00	1.8005403637e-01	5.7692863180e+00	6.3627749968e+00
41	6.1727364271e+00	1.3130799257e-01	5.9296164964e+00	6.3615838620e+00
42	6.1770045504e+00	1.2895810207e-01	5.9399120207e+00	6.3621063904e+00
43	6.1847415628e+00	1.2823447247e-01	5.9407001633e+00	6.3600721183e+00
44	6.1862814538e+00	1.2828847794e-01	5.9410262876e+00	6.3604348073e+00
45	6.1884271675e+00	1.2873727323e-01	5.9441394554e+00	6.3608369378e+00
46	6.1913307531e+00	1.2854299584e-01	5.9466044452e+00	6.3601974224e+00
47	6.1939632603e+00	1.2596766362e-01	5.9552249031e+00	6.3604530339e+00
48	6.1958900862e+00	1.2634455464e-01	5.9561257417e+00	6.3589464178e+00
49	6.1967791323e+00	1.2620672316e-01	5.9561226976e+00	6.3617537731e+00
50	6.2007367737e+00	1.2726792195e-01	5.9574187022e+00	6.3640602809e+00
51	6.2018562862e+00	1.2735573024e-01	5.9577696097e+00	6.3648953581e+00
52	6.2042535174e+00	1.2734831640e-01	5.9580833915e+00	6.3653945981e+00
53	6.2037713561e+00	1.2560706212e-01	5.9632045048e+00	6.3652641114e+00
54	6.2055493615e+00	1.2601284799e-01	5.9634332156e+00	6.3659004740e+00
55	6.2067165422e+00	1.2613242549e-01	5.9667353691e+00	6.3646178574e+00
56	6.2100621548e+00	1.2728175047e-01	5.9671459352e+00	6.3673577712e+00
57	6.2110091504e+00	1.2656659422e-01	5.9672680573e+00	6.3611549539e+00
58	6.2107087846e+00	1.2664511743e-01	5.9672680573e+00	6.3611498147e+00
59	6.2113054725e+00	1.2764885287e-01	5.9672680573e+00	6.3640610558e+00
60	6.2116945714e+00	1.2733053331e-01	5.9672680573e+00	6.3619104200e+00
61	6.2126620599e+00	1.2767406238e-01	5.9673202759e+00	6.3653305992e+00
62	6.2131888518e+00	1.2751070436e-01	5.9674800790e+00	6.3638597645e+00
63	6.2130478491e+00	1.2702041900e-01	5.9676813879e+00	6.3638580403e+00
64	6.2131157920e+00	1.2683040996e-01	5.9682342335e+00	6.3645387891e+00
65	6.2115395191e+00	1.2676266764e-01	5.9681780239e+00	6.3642443455e+00
66	6.2142591085e+00	1.2611759811e-01	5.9757892460e+00	6.3671531433e+00
67	6.2142492448e+00	1.2526190906e-01	5.9786945035e+00	6.3669717053e+00
68	6.2138184420e+00	1.2477501641e-01	5.9790380783e+00	6.3616181760e+00
69	6.2129811754e+00	1.2370772395e-01	5.9792211623e+00	6.3586986624e+00
70	6.2141625359e+00	1.2542629508e-01	5.9792068884e+00	6.3632693931e+00
71	6.2150564008e+00	1.2517265397e-01	5.9792068884e+00	6.3632632225e+00
72	6.2153419708e+00	1.2480841854e-01	5.9802463503e+00	6.3610324495e+00
73	6.2155594540e+00	1.2492153545e-01	5.9803006709e+00	6.3625380004e+00
74	6.2167632166e+00	1.2452183775e-01	5.9815244340e+00	6.3624804135e+00
75	6.2178044031e+00	1.2498607096e-01	5.9815244340e+00	6.3637439820e+00
76	6.2175646249e+00	1.2501038727e-01	5.9815244340e+00	6.3656390988e+00
77	6.2177529099e+00	1.2471273048e-01	5.9815638464e+00	6.3652070805e+00
78	6.2184655603e+00	1.2501128908e-01	5.9815638464e+00	6.3668599986e+00
79	6.2184312472e+00	1.2486968573e-01	5.9815638464e+00	6.3664859191e+00
80	6.2188067783e+00	1.2545107627e-01	5.9815638464e+00	6.3639761875e+00
81	6.2187035283e+00	1.2527777721e-01	5.9815638464e+00	6.3651438649e+00
