# MOEAD_V8_2 - Hipervolumen promedio por generación
# gen	hv_mean	hv_std	hv_min	hv_max
40	6.1973301552e+00	1.0839257716e-01	5.9508120658e+00	6.3098628670e+00
41	6.2007668922e+00	1.0695885219e-01	5.9552254112e+00	6.3041665151e+00
42	6.2102019372e+00	1.0839472042e-01	5.9554993558e+00	6.3100321449e+00
43	6.2183198210e+00	1.0329331666e-01	5.9767985295e+00	6.3115482959e+00
44	6.2380540769e+00	6.6442825832e-02	6.1033546642e+00	6.3138223945e+00
45	6.2432344065e+00	6.5736161094e-02	6.1065561632e+00	6.3225893662e+00
46	6.2424419285e+00	6.6048436342e-02	6.1074849393e+00	6.3236349569e+00
47	6.2475416381e+00	6.5370527094e-02	6.1161394405e+00	6.3218089259e+00
48	6.2500163438e+00	6.7197463813e-02	6.1161398466e+00	6.3256229987e+00
49	6.2488882627e+00	6.5795646529e-02	6.1176747743e+00	6.3273593319e+00
50	6.2513748732e+00	6.5255469067e-02	6.1223735785e+00	6.3284782597e+00
51	6.2525078730e+00	6.5311014689e-02	6.1222984696e+00	6.3284238958e+00
52	6.2547915881e+00	6.5788957085e-02	6.1278150402e+00	6.3322962140e+00
53	6.2561688277e+00	6.5932989630e-02	6.1281024078e+00	6.3312355932e+00
54	6.2565676639e+00	6.6052653072e-02	6.1280274097e+00	6.3298678186e+00
55	6.2566042127e+00	6.5972267136e-02	6.1275956223e+00	6.3333118045e+00
56	6.2584245227e+00	6.6966995559e-02	6.1312433419e+00	6.3362443536e+00
57	6.2571553625e+00	6.4732699677e-02	6.1313982292e+00	6.3354754253e+00
58	6.2603814772e+00	6.5667906999e-02	6.1352237388e+00	6.3373687886e+00
59	6.2620671306e+00	6.6757841025e-02	6.1385808297e+00	6.3513328264e+00
60	6.2625224914e+00	6.6694975515e-02	6.1406280254e+00	6.3547688634e+00
61	6.2632194586e+00	6.8308234072e-02	6.1366380200e+00	6.3542938791e+00
62	6.2670484995e+00	6.8714168304e-02	6.1443201416e+00	6.3556814148e+00
63	6.2665845797e+00	6.7792172304e-02	6.1486354334e+00	6.3572481245e+00
64	6.2671611124e+00	6.7920334270e-02	6.1494181760e+00	6.3583247976e+00
65	6.2699718118e+00	6.9594651786e-02	6.1504747238e+00	6.3619467635e+00
66	6.2686552518e+00	6.8395356976e-02	6.1505847448e+00	6.3634309729e+00
67	6.2701985618e+00	6.9300138177e-02	6.1531762415e+00	6.3642124991e+00
68	6.2707755602e+00	6.8146632227e-02	6.1584215061e+00	6.3639385240e+00
69	6.2710503929e+00	6.8361805903e-02	6.1578829809e+00	6.3656027316e+00
70	6.2704398230e+00	6.7446088998e-02	6.1596534019e+00	6.3679681424e+00
71	6.2722719271e+00	6.8152137341e-02	6.1633002412e+00	6.3692083401e+00
72	6.2722122707e+00	6.6709611317e-02	6.1669644596e+00	6.3655798125e+00
73	6.2725104279e+00	6.7217979487e-02	6.1650683047e+00	6.3646636650e+00
74	6.2739515610e+00	6.8248789309e-02	6.1652643286e+00	6.3674811028e+00
75	6.2749397539e+00	6.8933200614e-02	6.1653408226e+00	6.3673697543e+00
76	6.2765655464e+00	6.9884431533e-02	6.1653673213e+00	6.3710045261e+00
77	6.2756357296e+00	6.9026720012e-02	6.1655366102e+00	6.3687539001e+00
78	6.2757253357e+00	6.8506851315e-02	6.1667689762e+00	6.3692513754e+00
79	6.2765186841e+00	6.9682993018e-02	6.1666324847e+00	6.3694601931e+00
80	6.2754957934e+00	7.1243087358e-02	6.1589030557e+00	6.3747016123e+00
81	6.2749598872e+00	6.8572102996e-02	6.1651531331e+00	6.3685930649e+00
82	6.2737538289e+00	6.9846670146e-02	6.1585436966e+00	6.3703792791e+00
83	6.2739954954e+00	6.9280350661e-02	6.1609952246e+00	6.3690305301e+00
84	6.2750145043e+00	7.2454073062e-02	6.1504633900e+00	6.3666419019e+00
85	6.2731854351e+00	7.1556222475e-02	6.1484282255e+00	6.3662072846e+00
86	6.2736074443e+00	7.2068577884e-02	6.1469315741e+00	6.3654815597e+00
87	6.2734681623e+00	7.0893674367e-02	6.1485525282e+00	6.3630336942e+00
88	6.2741034158e+00	7.2079464272e-02	6.1496367276e+00	6.3691229909e+00
89	6.2745147317e+00	7.2955134623e-02	6.1474009502e+00	6.3711163787e+00
90	6.2748209649e+00	7.2127843336e-02	6.1489272954e+00	6.3674241667e+00
91	6.2763784245e+00	7.3442564725e-02	6.1481740482e+00	6.3685419164e+00
92	6.2759262714e+00	7.3780140549e-02	6.1469420351e+00	6.3695882606e+00
93	6.2761539843e+00	7.3573734605e-02	6.1475158900e+00	6.3697301394e+00
94	6.2774928648e+00	7.2932458584e-02	6.1543515960e+00	6.3718239037e+00
95	6.2767308660e+00	7.2067902901e-02	6.1547103801e+00	6.3682264117e+00
96	6.2756014622e+00	7.1107110692e-02	6.1547366485e+00	6.3680451987e+00
97	6.2760216327e+00	7.1510894195e-02	6.1538492926e+00	6.3699438370e+00
98	6.2769614184e+00	7.2311884400e-02	6.1545729770e+00	6.3677925284e+00
99	6.2785784453e+00	7.3143830994e-02	6.1543669179e+00	6.3669734985e+00
100	6.2774038819e+00	7.4314128342e-02	6.1483333843e+00	6.3676153217e+00
