# MOEAD_V8_2 - Hipervolumen promedio por generación
# gen	hv_mean	hv_std	hv_min	hv_max
1	3.3146542909e+00	1.6458291778e-01	2.9915005897e+00	3.5740233452e+00
2	3.7974676554e+00	1.9898763063e-01	3.3772756913e+00	4.0887802460e+00
3	4.0867996954e+00	1.8556343408e-01	3.8382512473e+00	4.4891781931e+00
4	4.1790973824e+00	2.9979513925e-01	3.7614517626e+00	4.6507505157e+00
5	4.3893635225e+00	3.7486984576e-01	3.8882323960e+00	4.8941026265e+00
6	4.5545847645e+00	3.1632772206e-01	4.0743621097e+00	4.9971913686e+00
7	4.6874246905e+00	3.4014730576e-01	4.2187032896e+00	5.2057512259e+00
8	4.8240429449e+00	3.4033780586e-01	4.2941543028e+00	5.3569975984e+00
9	5.0164874109e+00	3.4922330526e-01	4.3880011890e+00	5.3998130037e+00
10	5.1332420588e+00	3.4238062867e-01	4.4643817493e+00	5.5360348649e+00
11	5.0811288555e+00	5.3331618006e-01	3.9165505559e+00	5.6597711780e+00
12	5.0506761413e+00	6.2151245074e-01	3.9841041019e+00	5.7000021710e+00
13	5.1298865798e+00	6.0650695018e-01	4.0037716207e+00	5.7478677099e+00
14	5.1986622849e+00	5.8212880511e-01	4.1277898639e+00	5.7621252561e+00
15	5.2733894681e+00	5.9799530305e-01	4.1924650232e+00	5.7933019562e+00
16	5.3563128204e+00	5.6836606109e-01	4.3214903358e+00	5.8401249491e+00
17	5.3908786290e+00	5.7062465961e-01	4.3864494061e+00	5.8803690305e+00
18	5.4276927016e+00	5.2861562617e-01	4.5453000295e+00	5.9031370504e+00
19	5.4650854675e+00	5.1851918744e-01	4.5794087712e+00	5.9758307147e+00
20	5.5010889694e+00	5.2415604870e-01	4.5890568511e+00	6.0316435909e+00
21	5.5678555938e+00	5.5637811912e-01	4.5977058325e+00	6.0850037936e+00
22	5.6504357871e+00	4.9542721261e-01	4.7970419049e+00	6.1156031408e+00
23	5.6618001531e+00	4.9003392014e-01	4.7954562540e+00	6.1481119704e+00
24	5.6930246791e+00	4.7277273104e-01	4.8735770958e+00	6.1505351241e+00
25	5.7359582743e+00	4.6384919109e-01	4.8842184753e+00	6.1620317187e+00
26	5.7721842540e+00	4.7829880026e-01	4.9048042455e+00	6.1938940246e+00
27	5.8191984614e+00	4.2451362139e-01	5.1098292502e+00	6.2015814104e+00
28	5.8386347866e+00	4.1274924276e-01	5.1713812735e+00	6.2032113620e+00
29	5.8807488230e+00	4.1954989864e-01	5.1746707242e+00	6.2070791225e+00
30	5.8987085867e+00	4.0738576831e-01	5.2524168066e+00	6.2220058083e+00
31	5.9276519969e+00	4.1238714846e-01	5.2666381984e+00	6.2324612082e+00
32	5.9456538457e+00	3.9188101093e-01	5.2916781890e+00	6.2339779571e+00
33	6.0089766864e+00	3.0416324008e-01	5.4086690518e+00	6.2488729461e+00
34	6.0597036748e+00	2.3377583086e-01	5.5723090663e+00	6.2628991825e+00
35	6.0991062918e+00	2.1954869972e-01	5.5818325666e+00	6.2722915587e+00
36	6.1119223426e+00	2.1723210749e-01	5.5836104878e+00	6.2877983712e+00
37	6.1159484659e+00	2.1622264103e-01	5.5846983693e+00	6.2909779955e+00
38	6.1500811002e+00	1.4628723924e-01	5.8657471049e+00	6.2903693100e+00
39	6.1547009558e+00	1.4651254090e-01	5.8733171991e+00	6.2923716018e+00
