# MOEAD_V8_5 - Hipervolumen promedio por generación
# gen	hv_mean	hv_std	hv_min	hv_max
1	3.3079412343e+00	1.8902894562e-01	2.9652657258e+00	3.5740233452e+00
2	3.7868286223e+00	2.1019035124e-01	3.3696487716e+00	4.0910378819e+00
3	4.1153956622e+00	2.4052418844e-01	3.6316951580e+00	4.5142747124e+00
4	4.1843100470e+00	2.8829788877e-01	3.8044215710e+00	4.6626123841e+00
5	4.4184487149e+00	2.5384121177e-01	4.0155465012e+00	4.8139260470e+00
6	4.5683004631e+00	2.8605021143e-01	4.0739113451e+00	5.0335702312e+00
7	4.7232226058e+00	2.6719652445e-01	4.2262492949e+00	5.3107396409e+00
8	4.9111100938e+00	1.6505879196e-01	4.7300761798e+00	5.2574123702e+00
9	5.0325990942e+00	3.0137468973e-01	4.2872507600e+00	5.3476321023e+00
10	5.1922643830e+00	3.6612962492e-01	4.3361211023e+00	5.5708431065e+00
11	5.3967951392e+00	2.0222360137e-01	4.9319536983e+00	5.6164307505e+00
12	5.4732257633e+00	2.0618045452e-01	4.9734062942e+00	5.6094935336e+00
13	5.5495703797e+00	2.1855216977e-01	5.0125159563e+00	5.7567367266e+00
14	5.6006546694e+00	2.1045984058e-01	5.0807462204e+00	5.8243499327e+00
15	5.7346011110e+00	2.1800533391e-01	5.1907465212e+00	5.9387284925e+00
16	5.7652978361e+00	2.1712459135e-01	5.2470853104e+00	5.9763516018e+00
17	5.8326819507e+00	1.2377703440e-01	5.6796385912e+00	6.0204149664e+00
18	5.8918483341e+00	1.2288707233e-01	5.7312223029e+00	6.0655849419e+00
19	5.9246633026e+00	1.0667869856e-01	5.7996103942e+00	6.0910736762e+00
20	5.9425962898e+00	1.1557895448e-01	5.8108496334e+00	6.1472234948e+00
21	5.9758772606e+00	1.0465620243e-01	5.8355251444e+00	6.1496649607e+00
22	6.0101494197e+00	1.0524512083e-01	5.8882449802e+00	6.1628594872e+00
23	6.0466344882e+00	1.1450055613e-01	5.9141813370e+00	6.2436619672e+00
24	6.0752123632e+00	1.0686900369e-01	5.9418283442e+00	6.2596272939e+00
25	6.1024133736e+00	9.3951166377e-02	5.9734712797e+00	6.2698003526e+00
26	6.1305753461e+00	7.8973465583e-02	6.0212922995e+00	6.2813163536e+00
27	6.1532427198e+00	6.8769620302e-02	6.0337236674e+00	6.2602933017e+00
28	6.1616564325e+00	6.8600003090e-02	6.0414305343e+00	6.2725354860e+00
29	6.1666505228e+00	5.5910873800e-02	6.0598910263e+00	6.2630022948e+00
30	6.1752242505e+00	5.6132374463e-02	6.0691035099e+00	6.2679895005e+00
31	6.1842666113e+00	5.6293302043e-02	6.0795482450e+00	6.2793789356e+00
32	6.1932432937e+00	5.5234280144e-02	6.0861132681e+00	6.2905394697e+00
33	6.1996143619e+00	4.9778672673e-02	6.1159934128e+00	6.2907812531e+00
34	6.2102056314e+00	4.7347573505e-02	6.1259716902e+00	6.2981042846e+00
35	6.2140576819e+00	4.6346488564e-02	6.1372196596e+00	6.2954763516e+00
36	6.2196653561e+00	4.8818335907e-02	6.1393380491e+00	6.3082749665e+00
37	6.2417515562e+00	5.1901549917e-02	6.1573520438e+00	6.3266132057e+00
38	6.2462472599e+00	5.0512223079e-02	6.1711222636e+00	6.3314538560e+00
39	6.2501965460e+00	5.1743060700e-02	6.1742935406e+00	6.3411288284e+00
40	6.2542095253e+00	5.1186567066e-02	6.1775934399e+00	6.3373408961e+00
