# MOEAD_V8_5 - Hipervolumen promedio por generación
# gen	hv_mean	hv_std	hv_min	hv_max
41	6.2557511242e+00	5.1671788750e-02	6.1790665127e+00	6.3445355396e+00
42	6.2586712457e+00	5.2095599259e-02	6.1777743145e+00	6.3447098296e+00
43	6.2628917158e+00	5.2815574508e-02	6.1785974281e+00	6.3477979863e+00
44	6.2635367710e+00	5.3596749605e-02	6.1767460454e+00	6.3524807833e+00
45	6.2665252442e+00	5.2098104606e-02	6.1782363245e+00	6.3493899381e+00
46	6.2676622916e+00	5.1250504927e-02	6.1843471040e+00	6.3507772047e+00
47	6.2687570212e+00	5.2653580847e-02	6.1798775475e+00	6.3482069097e+00
48	6.2714348743e+00	5.2289902535e-02	6.1855087926e+00	6.3548252869e+00
49	6.2733694493e+00	5.0238104033e-02	6.1913166730e+00	6.3528882118e+00
50	6.2754374197e+00	5.2383752836e-02	6.1889013417e+00	6.3559587856e+00
51	6.2705981671e+00	6.1824390326e-02	6.1717170986e+00	6.3573699109e+00
52	6.2721049172e+00	6.1026577559e-02	6.1771629125e+00	6.3576636996e+00
53	6.2739608285e+00	5.9565133858e-02	6.1819954736e+00	6.3586531329e+00
54	6.2747136996e+00	5.9217715965e-02	6.1834459861e+00	6.3558315474e+00
55	6.2742274497e+00	5.8385594638e-02	6.1829790430e+00	6.3558309472e+00
56	6.2746957792e+00	5.8953345063e-02	6.1826418658e+00	6.3612642134e+00
57	6.2762806482e+00	5.8939042256e-02	6.1838746826e+00	6.3612783315e+00
58	6.2768547936e+00	6.0916280787e-02	6.1791021827e+00	6.3653976877e+00
59	6.2779920708e+00	6.0788458814e-02	6.1794610626e+00	6.3671757493e+00
60	6.2791525963e+00	6.0223743665e-02	6.1812158814e+00	6.3673711507e+00
61	6.2783702327e+00	5.9769212411e-02	6.1811829417e+00	6.3673738884e+00
62	6.2796016688e+00	5.8689445680e-02	6.1835182711e+00	6.3690697223e+00
63	6.2800026946e+00	5.9658819808e-02	6.1842167592e+00	6.3686417171e+00
64	6.2803113231e+00	5.9995884706e-02	6.1823952179e+00	6.3689406616e+00
65	6.2814056527e+00	6.0537170751e-02	6.1821701562e+00	6.3717312185e+00
66	6.2818656347e+00	6.0610108427e-02	6.1825955126e+00	6.3730373190e+00
67	6.2835319633e+00	6.1121013973e-02	6.1823212856e+00	6.3731122309e+00
68	6.2830519232e+00	6.0487629849e-02	6.1805798108e+00	6.3711800678e+00
69	6.2841010004e+00	6.0221830682e-02	6.1821499641e+00	6.3723294168e+00
70	6.2853977095e+00	5.9679407936e-02	6.1822901337e+00	6.3730348355e+00
71	6.2855503785e+00	5.9595290897e-02	6.1831612237e+00	6.3730915700e+00
72	6.2855490779e+00	5.8623196189e-02	6.1849050145e+00	6.3736595432e+00
73	6.2864656696e+00	5.8981198411e-02	6.1844897069e+00	6.3743720273e+00
74	6.2885232658e+00	5.9795938018e-02	6.1852989213e+00	6.3758457357e+00
75	6.2874013645e+00	5.9539503063e-02	6.1834789293e+00	6.3766915423e+00
76	6.2874778665e+00	5.9757721790e-02	6.1850213176e+00	6.3751866630e+00
77	6.2843079541e+00	5.9348503466e-02	6.1737316621e+00	6.3722077187e+00
78	6.2849623726e+00	5.8132208018e-02	6.1758114919e+00	6.3717566292e+00
79	6.2845667853e+00	5.8428623771e-02	6.1759547561e+00	6.3708988643e+00
80	6.2846089425e+00	5.8488450698e-02	6.1749173082e+00	6.3726311745e+00
81	6.2872474729e+00	5.7120330535e-02	6.1789361608e+00	6.3738531631e+00
82	6.2878256339e+00	5.6509222881e-02	6.1794385801e+00	6.3724574057e+00
83	6.2879290578e+00	5.6384197633e-02	6.1807084247e+00	6.3724658543e+00
84	6.2876411746e+00	5.6472343573e-02	6.1808321577e+00	6.3726573736e+00
85	6.2873038600e+00	5.5859861622e-02	6.1829572716e+00	6.3732351888e+00
86	6.2869607295e+00	5.6714164702e-02	6.1800566877e+00	6.3723730435e+00
87	6.2861398102e+00	5.6297222108e-02	6.1820018156e+00	6.3726836245e+00
88	6.2854955542e+00	5.6940452696e-02	6.1778152928e+00	6.3739050465e+00
89	6.2857187329e+00	5.5717469943e-02	6.1790608996e+00	6.3738344101e+00
90	6.2854518326e+00	5.7260960768e-02	6.1763375350e+00	6.3727103082e+00
91	6.2860276760e+00	5.6848429951e-02	6.1788176964e+00	6.3751893835e+00
92	6.2855334266e+00	5.6422063055e-02	6.1812423339e+00	6.3732963527e+00
93	6.2858740862e+00	5.7816285836e-02	6.1790642147e+00	6.3735194527e+00
94	6.2862591395e+00	5.6818701497e-02	6.1791924194e+00	6.3718584173e+00
95	6.2864384986e+00	5.6590507099e-02	6.1797180018e+00	6.3717642185e+00
96	6.2867620822e+00	5.6208926464e-02	6.1809086063e+00	6.3723163697e+00
97	6.2870522744e+00	5.6198300106e-02	6.1804820738e+00	6.3725621637e+00
98	6.2873597128e+00	5.6486264758e-02	6.1811870458e+00	6.3742378726e+00
99	6.2872032082e+00	5.6684503214e-02	6.1813673971e+00	6.3740713013e+00
100	6.2876911654e+00	5.6940652662e-02	6.1810302065e+00	6.3755138262e+00
