# MOEAD_V5 - Hipervolumen promedio por generación
# gen	hv_mean	hv_std	hv_min	hv_max
1	3.4477515177e+00	2.3674898901e-01	3.0990800416e+00	3.7724790705e+00
2	3.8328813110e+00	2.4132195394e-01	3.4887560519e+00	4.3135692535e+00
3	4.2021612661e+00	2.7973724775e-01	3.7867681932e+00	4.7989524617e+00
4	4.4067536797e+00	3.3525318306e-01	3.7538561921e+00	4.9232748460e+00
5	4.6616956151e+00	3.0277533696e-01	4.1293041461e+00	5.0690504579e+00
6	4.7290471008e+00	2.7614086868e-01	4.1728811866e+00	5.1397349112e+00
7	4.9369570533e+00	2.6304867347e-01	4.3749370484e+00	5.2923576753e+00
8	5.0864632319e+00	2.5974418723e-01	4.5233511896e+00	5.4078621244e+00
9	5.1744835097e+00	2.6503157765e-01	4.5449956032e+00	5.4688789797e+00
10	5.2679285796e+00	2.5342268716e-01	4.6659529106e+00	5.5399717274e+00
11	5.3191430397e+00	2.6546538958e-01	4.6668873811e+00	5.6279934014e+00
12	5.3902154062e+00	2.6863077586e-01	4.7281851096e+00	5.7031624333e+00
13	5.4517731261e+00	2.7915939007e-01	4.7654743171e+00	5.8053736450e+00
14	5.5148844062e+00	2.9865168125e-01	4.7835494121e+00	5.8221571193e+00
15	5.5864797727e+00	3.0567322290e-01	4.7965684834e+00	5.8807751582e+00
16	5.6256995846e+00	3.1700260728e-01	4.8023318142e+00	5.9221452023e+00
17	5.6532562264e+00	3.2330111130e-01	4.8102678809e+00	5.9504673893e+00
18	5.6922526690e+00	3.2502693929e-01	4.8512726668e+00	6.0044129235e+00
19	5.7201867476e+00	3.2482445077e-01	4.8705591964e+00	6.0290026811e+00
20	5.7895665560e+00	2.6959035969e-01	5.1522442535e+00	6.0800748665e+00
21	5.8239261864e+00	2.7836149814e-01	5.1667934650e+00	6.1460806874e+00
22	5.8545815782e+00	2.6868903888e-01	5.2324962209e+00	6.1536335815e+00
23	5.8744747122e+00	2.7238931202e-01	5.2592048925e+00	6.1882017923e+00
24	5.8789886460e+00	2.7177537721e-01	5.2664451405e+00	6.1969821157e+00
25	5.9011140822e+00	2.6497645836e-01	5.2805490998e+00	6.2070869862e+00
26	5.9076393491e+00	2.7972219923e-01	5.2802448356e+00	6.2228952220e+00
27	5.9224654896e+00	2.7354959576e-01	5.3126736614e+00	6.2329635388e+00
28	5.9362505744e+00	2.7393223854e-01	5.3198308998e+00	6.2407964709e+00
29	5.9488547660e+00	2.7220393189e-01	5.3388329193e+00	6.2437538547e+00
30	5.9565274293e+00	2.7357791434e-01	5.3409906492e+00	6.2531644377e+00
31	5.9666559719e+00	2.7526775549e-01	5.3442658476e+00	6.2577941559e+00
32	5.9780713231e+00	2.7617789931e-01	5.3519941387e+00	6.2601953372e+00
33	6.0002988473e+00	2.8586172448e-01	5.3558716984e+00	6.2573806045e+00
34	6.0330681494e+00	2.7277187641e-01	5.3562160965e+00	6.2615938300e+00
35	6.0370700581e+00	2.7490905622e-01	5.3563949589e+00	6.2639415886e+00
36	6.0443089642e+00	2.7530244940e-01	5.3576827568e+00	6.2719629048e+00
37	6.0529081384e+00	2.7676527705e-01	5.3653999289e+00	6.2772171428e+00
38	6.0624763291e+00	2.7368456714e-01	5.3832055545e+00	6.2834344887e+00
39	6.0736181330e+00	2.6095053569e-01	5.4253599679e+00	6.2835515671e+00
40	6.0765077088e+00	2.6244106861e-01	5.4244446508e+00	6.2863015906e+00
41	6.0827630390e+00	2.5988454758e-01	5.4440728699e+00	6.2890139518e+00
42	6.0824528811e+00	2.6495110581e-01	5.4442044813e+00	6.2900951615e+00
43	6.0855287980e+00	2.6516283302e-01	5.4462100117e+00	6.2946541152e+00
44	6.0911101788e+00	2.6712485637e-01	5.4452221865e+00	6.2949707124e+00
45	6.0938496649e+00	2.6469724803e-01	5.4558806204e+00	6.2970196384e+00
46	6.1006907474e+00	2.5633951359e-01	5.4915267702e+00	6.3034352712e+00
47	6.1066753051e+00	2.5627288517e-01	5.4943656604e+00	6.3027246283e+00
48	6.1103503117e+00	2.5656824446e-01	5.4963564655e+00	6.3043120004e+00
49	6.1113292369e+00	2.5659092817e-01	5.4967102524e+00	6.3021676809e+00
50	6.1262463953e+00	2.6110072974e-01	5.5039682905e+00	6.3024503209e+00
51	6.1320260264e+00	2.5731359241e-01	5.5152089616e+00	6.3021998379e+00
52	6.1371375374e+00	2.5136354740e-01	5.5410340038e+00	6.3089761745e+00
53	6.1759136720e+00	1.6469902850e-01	5.9230643578e+00	6.3093124685e+00
54	6.2120899004e+00	1.4000076790e-01	5.9231077743e+00	6.3101575681e+00
55	6.2119543974e+00	1.4044868737e-01	5.9230683807e+00	6.3112196918e+00
56	6.2125277011e+00	1.4059051568e-01	5.9230951635e+00	6.3114387086e+00
57	6.2152155895e+00	1.4216639270e-01	5.9230528817e+00	6.3145836598e+00
58	6.2160604582e+00	1.4273392857e-01	5.9229768647e+00	6.3151557202e+00
59	6.2171461306e+00	1.4343481979e-01	5.9233048067e+00	6.3226538267e+00
60	6.2181821838e+00	1.4349248349e-01	5.9233864813e+00	6.3169881326e+00
61	6.2196970829e+00	1.4556139967e-01	5.9233944506e+00	6.3179481437e+00
62	6.2202431416e+00	1.4612176020e-01	5.9234126398e+00	6.3227565281e+00
63	6.2246027965e+00	1.4968970862e-01	5.9234231033e+00	6.3531800513e+00
64	6.2265556760e+00	1.5272399090e-01	5.9234858653e+00	6.3614279319e+00
65	6.2277094329e+00	1.5343963329e-01	5.9235179370e+00	6.3622895606e+00
66	6.2284225302e+00	1.5383125907e-01	5.9234654249e+00	6.3609093644e+00
67	6.2298767358e+00	1.5475035526e-01	5.9232776949e+00	6.3660477699e+00
68	6.2298059858e+00	1.5462755774e-01	5.9233052098e+00	6.3661303792e+00
69	6.2300498124e+00	1.5495878339e-01	5.9233184032e+00	6.3660745379e+00
70	6.2302131110e+00	1.5553386357e-01	5.9226894651e+00	6.3667148244e+00
71	6.2300762878e+00	1.5690379826e-01	5.9219846252e+00	6.3731410518e+00
72	6.2305742317e+00	1.5706569275e-01	5.9218622615e+00	6.3728736757e+00
73	6.2300484628e+00	1.5871065533e-01	5.9190768341e+00	6.3731336988e+00
74	6.2311230052e+00	1.5912822893e-01	5.9203740804e+00	6.3729931331e+00
75	6.2323937517e+00	1.5999601720e-01	5.9205201825e+00	6.3736976366e+00
76	6.2309120882e+00	1.6220383284e-01	5.9206341105e+00	6.3739642509e+00
77	6.2314023258e+00	1.6240373180e-01	5.9206770093e+00	6.3755164272e+00
78	6.2323589323e+00	1.6289696342e-01	5.9206618034e+00	6.3760361303e+00
79	6.2319268596e+00	1.6262687808e-01	5.9207558403e+00	6.3761128014e+00
80	6.2324461745e+00	1.6287952805e-01	5.9209030332e+00	6.3762394035e+00
81	6.2332138667e+00	1.6326743722e-01	5.9209197997e+00	6.3762392967e+00
82	6.2334971309e+00	1.6340604064e-01	5.9209218388e+00	6.3761621315e+00
83	6.2329250066e+00	1.6307499892e-01	5.9209305722e+00	6.3762223993e+00
84	6.2329026891e+00	1.6306433756e-01	5.9209200179e+00	6.3766780311e+00
85	6.2331584989e+00	1.6317512865e-01	5.9208336603e+00	6.3766860557e+00
86	6.2333222345e+00	1.6324223026e-01	5.9207960865e+00	6.3766048111e+00
87	6.2330545262e+00	1.6311790256e-01	5.9208845154e+00	6.3779622891e+00
88	6.2334981508e+00	1.6315546913e-01	5.9208678326e+00	6.3779973390e+00
89	6.2339145795e+00	1.6340467079e-01	5.9209476590e+00	6.3779338485e+00
90	6.2340486570e+00	1.6332673969e-01	5.9209303289e+00	6.3780751495e+00
91	6.2338402104e+00	1.6332206453e-01	5.9209415062e+00	6.3787548809e+00
92	6.2340674216e+00	1.6344133440e-01	5.9208833168e+00	6.3779822890e+00
93	6.2341573793e+00	1.6344356313e-01	5.9209961825e+00	6.3768436365e+00
94	6.2339911408e+00	1.6332642451e-01	5.9210692582e+00	6.3769499400e+00
95	6.2342809990e+00	1.6352446510e-01	5.9210241516e+00	6.3778926005e+00
96	6.2341076285e+00	1.6332341976e-01	5.9210791398e+00	6.3775494572e+00
97	6.2344949165e+00	1.6349859021e-01	5.9210926426e+00	6.3757924789e+00
98	6.2342975440e+00	1.6401313275e-01	5.9210973101e+00	6.3760703153e+00
99	6.2344490179e+00	1.6410253526e-01	5.9211428357e+00	6.3762211243e+00
100	6.2344518511e+00	1.6418882744e-01	5.9210939188e+00	6.3762096532e+00
