# MOEAD_V8_3 - Hipervolumen promedio por generación
# gen	hv_mean	hv_std	hv_min	hv_max
1	3.3276011162e+00	1.5893783272e-01	3.1328965497e+00	3.5598292466e+00
2	3.7241594526e+00	2.1597136173e-01	3.4367450633e+00	4.0933717539e+00
3	3.9780977670e+00	3.4258502216e-01	3.1631402890e+00	4.4040747331e+00
4	4.2374735602e+00	4.2634280762e-01	3.2205465743e+00	4.7081510836e+00
5	4.4314023571e+00	4.3904842372e-01	3.2115590671e+00	4.6823626753e+00
6	4.6213641771e+00	4.4371564647e-01	3.4115793942e+00	4.9949717070e+00
7	4.8081314727e+00	4.5424495561e-01	3.5629145828e+00	5.1839737298e+00
8	5.0512718793e+00	1.9868495723e-01	4.5874032930e+00	5.2665579406e+00
9	5.1614222565e+00	1.8583091739e-01	4.7145028211e+00	5.3411149629e+00
10	5.1837021988e+00	3.6228121962e-01	4.2184609870e+00	5.4679734710e+00
11	5.2781792341e+00	3.8572682231e-01	4.2479895329e+00	5.6285352625e+00
12	5.3542647203e+00	4.1175895639e-01	4.2217619220e+00	5.6257036575e+00
13	5.4930877998e+00	3.4615373186e-01	4.5918193090e+00	5.7728049769e+00
14	5.5732158945e+00	3.4378315890e-01	4.6767867525e+00	5.8543987702e+00
15	5.6334635317e+00	3.5255664400e-01	4.6977673825e+00	5.8832746963e+00
16	5.6728277420e+00	3.6316356926e-01	4.7125540703e+00	5.9187271190e+00
17	5.7338107339e+00	3.8646005362e-01	4.7103629494e+00	5.9924849793e+00
18	5.7499811034e+00	3.7725668792e-01	4.7252331496e+00	5.9827191749e+00
19	5.7739981767e+00	3.7503038104e-01	4.7604808169e+00	6.0208984615e+00
20	5.8164580042e+00	3.8386340336e-01	4.7933736545e+00	6.0995967074e+00
21	5.8367652280e+00	3.5778417836e-01	4.8828257702e+00	6.0982592577e+00
22	5.8744553831e+00	3.6333155809e-01	4.8919240746e+00	6.1158370480e+00
23	5.8962035975e+00	3.6542440811e-01	4.9169190096e+00	6.1262216466e+00
24	5.9066701311e+00	3.5836421041e-01	4.9417364814e+00	6.1135957349e+00
25	5.9115986270e+00	3.6872609774e-01	4.9526336673e+00	6.1437753281e+00
26	5.9327528877e+00	3.5335336630e-01	5.0240638093e+00	6.1722532876e+00
27	5.9482912696e+00	3.5298630572e-01	5.0294608644e+00	6.1753172425e+00
28	5.9675550691e+00	3.5373625373e-01	5.0465382294e+00	6.1929114086e+00
29	5.9939028571e+00	2.9806769249e-01	5.2378888480e+00	6.2094301001e+00
30	6.0013006742e+00	2.9580441695e-01	5.2474328976e+00	6.2132637881e+00
31	6.0123928871e+00	2.7339149971e-01	5.3179405090e+00	6.2169165729e+00
32	6.0316981245e+00	2.6722875679e-01	5.3367846859e+00	6.2207809452e+00
33	6.0573623666e+00	2.1245964799e-01	5.5336691130e+00	6.2319521835e+00
34	6.0629744706e+00	2.0966264468e-01	5.5479186430e+00	6.2367220234e+00
35	6.0768615608e+00	1.8882418272e-01	5.6131034738e+00	6.2569760660e+00
36	6.0853644826e+00	1.8539106164e-01	5.6318012523e+00	6.2509097918e+00
37	6.0891753858e+00	1.8304517920e-01	5.6447176888e+00	6.2672026845e+00
38	6.0956474085e+00	1.8096715768e-01	5.6606634954e+00	6.2675314443e+00
