1	2.7959734812
2	2.9189644882
3	2.9780906691
4	3.0993291603
5	3.1602197753
6	3.3738873410
7	3.5138349918
8	3.5684211839
9	3.5859272673
10	3.6319458084
11	3.8117288829
12	3.8988756731
13	3.9988142920
14	4.0734634017
15	4.2475154664
16	4.3202853978
17	4.3979853321
18	4.5905672962
19	4.6755121123
20	4.7931053658
21	4.8438056335
22	4.9238020071
23	4.9633932274
24	4.9832312502
25	5.0179750025
26	5.0942361000
27	5.1342026512
28	5.2136862099
29	5.2493038830
30	5.2694184215
31	5.3284360830
32	5.3852569291
33	5.3953395902
34	5.4117985648
35	5.4401329677
36	5.4648218161
37	5.5129271827
38	5.5319318006
39	5.5590880698
40	5.5728898187
41	5.5906662887
42	5.6096436441
43	5.6205866586
44	5.6425735563
45	5.6525788394
46	5.6684993759
47	5.6880758263
48	5.7128021198
49	5.7368704448
50	5.7510192725
51	5.7790740491
52	5.7905150616
53	5.8175230681
54	5.8315803024
55	5.8403908767
56	5.8620703706
57	5.8952581277
58	5.9039952839
59	5.9254877763
60	5.9444132383
61	5.9670964991
62	5.9897331912
63	6.0019450056
64	6.0046673175
65	6.0192427846
66	6.0331794098
67	6.0367456533
68	6.0483693719
69	6.0787354922
70	6.0896128810
71	6.0968771000
72	6.0984394625
73	6.1047178600
74	6.1075026950
75	6.1133211984
76	6.1201396031
77	6.1245156446
78	6.1351937817
79	6.1449434189
80	6.1509544350
81	6.1585096898
82	6.1731012962
83	6.1774195478
84	6.1843081628
85	6.1936219064
86	6.1995100097
87	6.2018959762
88	6.2065438126
89	6.2101515812
90	6.2133622645
91	6.2156833374
92	6.2268264734
93	6.2276217502
94	6.2347255382
95	6.2363303928
96	6.2409380141
97	6.2455001084
98	6.2493490528
99	6.2518487763
100	6.2567155119
