1	1.1779517876	0.0711275156
2	1.2819256961	0.1078628530
3	1.1904470393	0.0757100792
4	1.3078487788	0.1165575312
5	1.5572520766	0.1923589187
6	1.7179830503	0.2350188748
7	1.4221161475	0.1529350677
8	1.4439893082	0.1595639776
9	1.1303070896	0.0531964516
10	1.2169532123	0.0852738814
11	1.2214250713	0.0868668302
12	1.2712621318	0.1042351105
13	1.3074546992	0.1164266503
14	1.3075712595	0.1164653662
15	1.3119110501	0.1179043901
16	1.3087306186	0.1168502631
17	1.3964532374	0.1450263972
18	1.5302861535	0.1847726486
19	1.5259065959	0.1835279503
20	0.7627529746	-0.1176160900
21	0.5429173762	-0.2652662584
22	0.5429173762	-0.2652662584
23	0.5865734369	-0.2316776080
24	0.5693864528	-0.2445928701
25	0.5678530918	-0.2457640053
26	0.5689757941	-0.2449062094
27	0.5689757941	-0.2449062094
28	0.6091920650	-0.2152457622
29	0.6091920650	-0.2152457622
30	0.6555530118	-0.1833921830
31	0.3933747774	-0.4051934898
32	0.5004786204	-0.3006144701
33	0.5155026602	-0.2877690893
34	0.5169874470	-0.2865200019
35	0.5169874470	-0.2865200019
36	0.5174915908	-0.2860967031
37	0.5264571122	-0.2786370028
38	0.6445115113	-0.1907693215
39	0.6584164573	-0.1814993224
40	0.6629718159	-0.1785049338
41	0.7084648895	-0.1496816679
42	0.7171438666	-0.1443937116
43	0.7185878760	-0.1435201145
44	0.7134557105	-0.1466329816
45	0.7134557105	-0.1466329816
46	0.7200814741	-0.1426183622
47	0.7200814741	-0.1426183622
48	0.7200223925	-0.1426539969
49	0.7419743878	-0.1296110859
50	0.7440202603	-0.1284152381
51	0.7431160972	-0.1289433310
52	0.7473156632	-0.1264959151
53	0.7457237495	-0.1274220255
54	0.7520753884	-0.1237386233
55	0.7608404132	-0.1187064272
56	0.7559416756	-0.1215117111
57	0.7559416756	-0.1215117111
58	0.7583468301	-0.1201321243
59	0.7587443278	-0.1199045426
60	0.7580453023	-0.1203048393
61	0.7581813066	-0.1202269276
62	0.7559860464	-0.1214862204
63	0.7560512219	-0.1214487804
64	0.7534366801	-0.1229532405
65	0.7534366801	-0.1229532405
66	0.7660666228	-0.1157334593
67	0.7583095848	-0.1201534546
68	0.7772165392	-0.1094579662
69	0.7590137971	-0.1197503296
70	0.7590137971	-0.1197503296
71	0.7590137971	-0.1197503296
72	0.7557057152	-0.1216472933
73	0.7557057152	-0.1216472933
74	0.7505424158	-0.1246247592
75	0.7505424158	-0.1246247592
76	0.7499471332	-0.1249693507
77	0.7499487444	-0.1249684176
78	0.7440079009	-0.1284224525
79	0.7446348972	-0.1280566145
80	0.7453199868	-0.1276572324
81	0.7453199868	-0.1276572324
82	0.7454527897	-0.1275798556
83	0.7454773564	-0.1275655436
84	0.7455169406	-0.1275424835
85	0.7722372377	-0.1122492603
86	0.7454773564	-0.1275655436
87	0.7544888747	-0.1223471597
88	0.7466120322	-0.1269050154
89	0.7466087882	-0.1269069024
90	0.7454773564	-0.1275655436
91	0.7459116227	-0.1273126257
92	0.7454779766	-0.1275651822
93	0.7738230192	-0.1113583553
94	0.7454773564	-0.1275655436
95	0.7454773564	-0.1275655436
96	0.7454773564	-0.1275655436
97	0.7454773564	-0.1275655436
98	0.7454773564	-0.1275655436
99	0.7454801327	-0.1275639261
100	0.7454801327	-0.1275639261
