1	0.0457325177
2	0.0383360032
3	0.0341160467
4	0.0286779640
5	0.0257732265
6	0.0360889397
7	0.0272818320
8	0.0230366168
9	0.0187678568
10	0.0212373114
11	0.0230266898
12	0.0227097350
13	0.0239216607
14	0.0221224070
15	0.0279388192
16	0.0156496743
17	0.0245419422
18	0.0351864383
19	0.0334810980
20	0.0300264538
21	0.0397644191
22	0.0189668682
23	0.0207938594
24	0.0202867453
25	0.0113696076
26	0.0246468940
27	0.0162521383
28	0.0258193844
29	0.0163864735
30	0.0153084561
31	0.0149428592
32	0.0146442276
33	0.0225170668
34	0.0147682331
35	0.0126863835
36	0.0134702226
37	0.0152738435
38	0.0150961764
39	0.0221005219
40	0.0170111606
41	0.0192268148
42	0.0181488234
43	0.0178856673
44	0.0165783079
45	0.0195741664
46	0.0188600651
47	0.0176838225
48	0.0195188074
49	0.0234778661
50	0.0248331059
51	0.0180451786
52	0.0158145441
53	0.0157453898
54	0.0172024086
55	0.0211139685
56	0.0281144775
57	0.0218821814
58	0.0147631587
59	0.0151906841
60	0.0227636259
61	0.0187293160
62	0.0136042067
63	0.0203173553
64	0.0171574780
65	0.0187912230
66	0.0145132649
67	0.0139804924
68	0.0132131244
69	0.0167368012
70	0.0158290527
71	0.0141907691
72	0.0116160210
73	0.0186535553
74	0.0160094561
75	0.0135661335
76	0.0124940277
77	0.0106358016
78	0.0095805287
79	0.0155510439
80	0.0135827121
81	0.0105762392
82	0.0116101192
83	0.0101112012
84	0.0111093082
85	0.0095617931
86	0.0104549580
87	0.0121940012
88	0.0154058898
89	0.0170403467
90	0.0155898778
91	0.0162164857
92	0.0158122263
93	0.0127839649
94	0.0122123745
95	0.0140974327
96	0.0094319421
97	0.0111237338
98	0.0097555512
99	0.0110148358
100	0.0114129476
