1	3.2320352993
2	3.5709314776
3	3.8030042750
4	4.2160605692
5	3.7415656766
6	3.9403583303
7	4.2419599573
8	4.4330467908
9	5.0554639008
10	4.6459699077
11	4.6648157026
12	4.7973446904
13	4.8207433177
14	4.8677272978
15	4.8927538090
16	4.9184370901
17	4.9238022716
18	5.1759396765
19	5.1954741131
20	5.1967636177
21	5.2127844349
22	5.2381698409
23	5.2476674014
24	5.2560436534
25	5.2762945564
26	5.4481130903
27	5.4741941400
28	5.6021206175
29	5.6305804738
30	5.6351935570
31	5.6408904671
32	5.6598731407
33	5.6623834564
34	5.6630306582
35	5.9463679490
36	5.9481559785
37	5.9510195514
38	5.9510554464
39	5.9537233941
40	6.2245578969
41	6.2215054167
42	6.2268434606
43	6.2285936879
44	6.2290525620
45	6.2320309074
46	6.2372795418
47	6.2459945886
48	6.2507267220
49	6.2526339938
50	6.2668602498
51	6.2542277026
52	6.2576494896
53	6.2570191633
54	6.2617139783
55	6.2605217580
56	6.2605512296
57	6.2631613556
58	6.2631495049
59	6.2630995352
60	6.2632323133
61	6.2686351694
62	6.2782443094
63	6.2845891674
64	6.2845776104
65	6.2904321055
66	6.2910995681
67	6.2911927521
68	6.2909910462
69	6.2929644900
70	6.2920490882
71	6.2921504033
72	6.2930380381
73	6.2930906183
74	6.2950505199
75	6.3002306196
76	6.2962901689
77	6.2973783723
78	6.3036197123
79	6.3038578604
80	6.3023258231
81	6.3016540874
82	6.3017996021
83	6.3016642459
84	6.3021546019
85	6.3024015091
86	6.3024012376
87	6.3027435001
88	6.3028537029
89	6.3046087729
90	6.3049770724
91	6.3049772683
92	6.3067855763
93	6.3084647695
94	6.3093963947
95	6.3081701117
96	6.3114054955
97	6.3119189390
98	6.3180496596
99	6.3178233249
100	6.3186506332
