1	1.3536351206	0.1315016138
2	1.2363612724	0.0921453928
3	1.2363612724	0.0921453928
4	1.2002978277	0.0792890201
5	1.2002978277	0.0792890201
6	1.2614924800	0.1008846659
7	1.4136875311	0.1503534275
8	1.5645402594	0.1943867431
9	1.4580674640	0.1637776190
10	1.4722584612	0.1679840589
11	1.4849788635	0.1717202722
12	1.4264208324	0.1542476729
13	1.3031565486	0.1149965908
14	1.2278944336	0.0891610306
15	1.2909598811	0.1109127460
16	1.3301937853	0.1239149145
17	1.3227515245	0.1214782707
18	1.1649390556	0.0663032056
19	1.1258301197	0.0514728633
20	1.0784114594	0.0327844941
21	1.0790378686	0.0330366864
22	1.1681350044	0.0674930382
23	1.2678971254	0.1030840172
24	1.2037894658	0.0805505385
25	1.0775141971	0.0324230011
26	1.0276834631	0.0118593682
27	1.0702076354	0.0294680451
28	1.0693046112	0.0291014396
29	1.0693046112	0.0291014396
30	1.0259404065	0.0111221348
31	0.9707191374	-0.0129064083
32	1.0209972219	0.0090245604
33	1.0135296215	0.0058364459
34	0.9592897370	-0.0180502018
35	0.9661551117	-0.0149531441
36	0.9334004310	-0.0299320029
37	0.9334004310	-0.0299320029
38	0.9385959522	-0.0275213231
39	0.9560874602	-0.0195023779
40	0.9600680908	-0.0176979645
41	0.9600680908	-0.0176979645
42	0.9686866402	-0.0138166898
43	0.9741532419	-0.0113727198
44	0.9548796868	-0.0200513453
45	0.9502231464	-0.0221743948
46	0.9605943518	-0.0174599713
47	0.9605947719	-0.0174597814
48	0.9560199875	-0.0195330278
49	0.9560199875	-0.0195330278
50	0.9626291856	-0.0165409752
51	0.9098103809	-0.0410491122
52	0.9073171444	-0.0422408827
53	0.9319170915	-0.0306227232
54	0.9324004054	-0.0303975463
55	0.9328469195	-0.0301896183
56	0.9328469195	-0.0301896183
57	0.9635312877	-0.0161341784
58	0.8852776903	-0.0529204802
59	0.8755780133	-0.0577051526
60	0.8755780133	-0.0577051526
61	0.8783712783	-0.0563218736
62	0.8610983798	-0.0649472279
63	0.8310484741	-0.0803736436
64	0.8528955533	-0.0691041498
65	0.8468781783	-0.0721790575
66	0.8292616746	-0.0813084056
67	0.8292616746	-0.0813084056
68	0.8500328526	-0.0705642891
69	0.8500328526	-0.0705642891
70	0.8443270990	-0.0734892717
71	0.8280893527	-0.0819227993
72	0.8395900918	-0.0759326953
73	0.8301846271	-0.0808253129
74	0.8173325138	-0.0876012243
75	0.8173445529	-0.0875948273
76	0.8068187895	-0.0932239963
77	0.8091062221	-0.0919944591
78	0.7985326425	-0.0977073260
79	0.8170745449	-0.0877383193
80	0.8173045218	-0.0876160983
81	0.8211887330	-0.0855570179
82	0.8213406471	-0.0854766840
83	0.8204647267	-0.0859400853
84	0.8221911704	-0.0850271914
85	0.8065429107	-0.0933725218
86	0.8065429107	-0.0933725218
87	0.8052424306	-0.0940733489
88	0.8081571737	-0.0925041677
89	0.8081571737	-0.0925041677
90	0.8081571737	-0.0925041677
91	0.8081571737	-0.0925041677
92	0.8087623202	-0.0921790905
93	0.8096058668	-0.0917263534
94	0.8154795105	-0.0885869465
95	0.8154795105	-0.0885869465
96	0.8197889195	-0.0862979560
97	0.8212994248	-0.0854984813
98	0.8037768912	-0.0948644840
99	0.8018569968	-0.0959030769
100	0.7979098837	-0.0980461553
