1	0.9250000000
2	0.9250000000
3	0.8750000000
4	0.8000000000
5	0.4871794872
6	0.4736842105
7	0.6052631579
8	0.4750000000
9	0.7000000000
10	0.5128205128
11	0.5500000000
12	0.5500000000
13	0.6410256410
14	0.6750000000
15	0.6000000000
16	0.6000000000
17	0.6500000000
18	0.7250000000
19	0.7250000000
20	0.6750000000
21	0.6750000000
22	0.6500000000
23	0.7000000000
24	0.7250000000
25	0.7000000000
26	0.7000000000
27	0.6500000000
28	0.6250000000
29	0.6500000000
30	0.7000000000
31	0.6500000000
32	0.6250000000
33	0.7250000000
34	0.7000000000
35	0.9230769231
36	0.8974358974
37	0.8421052632
38	0.7894736842
39	0.7692307692
40	1.0000000000
41	1.0000000000
42	1.0000000000
43	1.0000000000
44	1.0000000000
45	1.0000000000
46	1.0000000000
47	1.0000000000
48	1.0000000000
49	1.0000000000
50	1.0000000000
51	1.0000000000
52	1.0000000000
53	1.0000000000
54	1.0000000000
55	1.0000000000
56	1.0000000000
57	0.9743589744
58	0.9487179487
59	0.9487179487
60	0.9230769231
61	0.9487179487
62	0.9210526316
63	0.9210526316
64	0.9000000000
65	0.9750000000
66	0.9750000000
67	0.9750000000
68	0.9487179487
69	0.9230769231
70	0.9250000000
71	0.9500000000
72	0.9250000000
73	0.9230769231
74	0.9189189189
75	0.9230769231
76	0.9210526316
77	0.9210526316
78	0.9487179487
79	0.9500000000
80	0.9000000000
81	0.8500000000
82	0.8461538462
83	0.8205128205
84	0.8205128205
85	0.7948717949
86	0.7500000000
87	0.7750000000
88	0.7500000000
89	0.7250000000
90	0.7000000000
91	0.6500000000
92	0.6000000000
93	0.6750000000
94	0.6750000000
95	0.6666666667
96	0.6750000000
97	0.6750000000
98	0.6750000000
99	0.6500000000
100	0.6750000000
